,ADSEZ IS Equity,APNT IS Equity,AXSB IS Equity,BAF IS Equity,BHARTI IS Equity,BJAUT IS Equity,BJFIN IS Equity,BPCL IS Equity,CIPLA IS Equity,COAL IS Equity,DIVI IS Equity,DRRD IS Equity,EIM IS Equity,GAIL IS Equity,GRASIM IS Equity,HCLT IS Equity,HDFC IS Equity,HDFCB IS Equity,HDFCLIFE IS Equity,HMCL IS Equity,HNDL IS Equity,HUVR IS Equity,ICICIBC IS Equity,IIB IS Equity,INFO IS Equity,IOCL IS Equity,ITC IS Equity,JSTL IS Equity,KMB IS Equity,LT IS Equity,MM IS Equity,MSIL IS Equity,NEST IS Equity,NTPC IS Equity,ONGC IS Equity,SBILIFE IS Equity,SBIN IS Equity,SUNP IS Equity,TATA IS Equity,TCS IS Equity,TECHM IS Equity,TTAN IS Equity,TTMT IS Equity,UPLL IS Equity,UTCEM IS Equity,VEDL IS Equity,WPRO IS Equity
2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-31,-0.2027240000000003,0.01318669999999921,0.022062129999999732,0.0,-0.11379377999999964,-0.06277214999999926,0.0,-0.2847166300000002,0.2299325000000005,-0.16957755000000013,0.034589690000000325,-0.1308260999999997,0.0,-0.40270647000000015,-0.09849869999999969,-0.21660402,-0.3491147500000001,-0.009326219999999453,0.0,0.10831520000000008,-0.2587931499999996,-0.0373720499999998,-0.32219698000000047,0.3013349000000002,-0.06782668999999941,-0.1829436299999997,-0.11843087999999966,-0.37668537,0.11475253000000041,0.2064705299999999,-0.3559002899999998,-0.28572455000000024,0.0,-0.08402495000000083,-0.5565322700000003,0.0,-0.06072220000000034,-0.28371206000000027,-0.10225453000000008,-0.28179150000000064,-0.15751331999999987,0.16970973000000003,0.24117622999999977,0.0,-0.006046499999999552,0.0,-0.029204969999999553
2012-12-31,-0.12373889999999986,0.0008523300000004667,0.11746691999999989,0.0,0.07446174000000032,0.3457511499999998,0.0,0.1819378699999991,-0.029764700000000484,-0.019834750000000383,0.037389699999999665,-0.06618230000000072,0.0,0.00618006000000014,0.1676145399999998,-0.16828705999999993,-0.2535141500000001,0.19054197999999986,0.0,0.28982659999999993,0.30880300000000016,-0.08596879999999958,0.31124541,0.1770836499999999,0.12220483999999995,0.029147210000000024,0.03486109999999989,0.11757293000000021,0.19156486000000036,0.1733851999999995,-0.06559367000000003,0.32194865,0.0,0.1335978399999998,-0.2605107200000003,0.0,0.4899653100000004,-0.0377008999999997,0.19007697000000046,-0.040959699999999905,0.19498246000000008,-0.09157100000000011,0.4006909299999999,0.0,0.09776630000000006,0.0,-0.011745459999999848
2013-12-31,-0.4260779500000001,0.3839633499999996,0.50694985,0.0,-0.10595310999999986,0.13604744999999985,0.0,-0.041070519999999326,0.023582249999999787,0.06894655000000012,-0.16429665999999943,-0.007540949999999987,0.0,0.21374262999999954,0.3159736800000008,0.0024017999999999106,-0.24459544999999916,-0.22038063999999993,0.0,-0.19495015000000004,0.1287417500000001,0.14423034999999929,-0.041091799999999346,-0.009839599999999928,-0.060772219999999655,0.24769710000000023,0.3653030699999998,0.1738773200000003,-0.11222231999999982,0.17796174,-0.30017177999999967,0.36525889999999994,0.0,0.02016528000000001,-0.012729119999999594,0.0,-0.14983146999999988,0.25929540999999945,0.4369545199999993,0.21505544000000035,0.16526473000000017,-0.13356395000000063,-0.052171700000000425,0.18290413000000003,0.17368185000000022,0.0,0.01979310000000016
2014-12-31,-0.16884264999999996,0.006896800000000744,0.48645797000000046,0.0,-0.02453248999999958,0.16846600000000028,0.0,-0.00925130000000046,0.17898225000000023,-0.1454814,-0.10356996999999982,0.30395295000000055,0.03279316000000025,-0.08901508000000002,0.3721643300000005,-0.30134951999999904,-0.06254630000000051,-0.08733202999999957,0.0,-0.01720620000000038,0.03585814999999956,0.06227435,0.15661877000000057,0.25386925000000005,-0.2560068400000003,0.015971120000000328,-0.30370314000000004,0.11119144999999983,0.17027721999999998,0.4102465999999999,0.09599995999999994,0.19408374999999983,0.0,0.17129191999999996,-0.06753915999999996,0.0,0.8254444000000005,0.28014210000000006,0.19650165999999988,0.10704754000000075,-0.16203800000000051,-0.20352054999999958,-0.21888130000000053,0.18370343999999939,0.3376307000000004,0.0,-0.17924775999999956
2015-12-31,-0.10096534999999987,-0.07422630000000022,-0.21858299999999936,0.1387008399999996,-0.0479439100000002,0.06834439999999962,0.0,-0.20691942000000013,0.18387235000000035,-0.24923870000000042,-0.10330286000000034,-0.13618544999999962,-0.5167267799999999,-0.023897679999999963,-0.02643656999999982,-0.44002556999999987,-0.05175684999999934,0.20821113,0.0,0.07601560000000007,0.18709795000000007,0.20445855000000052,-0.2980487800000003,0.22222005000000047,0.1307991800000004,-0.12058982000000021,-0.1544120699999994,-0.8384000199999997,0.0379978199999996,0.16651586000000007,0.08809432000000048,-0.05820149999999939,0.0,-0.07328766999999965,-0.0038175599999997582,0.0,-0.3732888499999997,-0.007882150000000086,-0.22048442999999998,-0.23106894999999958,-0.19886180000000003,-0.14560124999999927,0.15958080000000024,-0.19525104999999934,0.07586724999999915,0.2845357500000001,-0.033474560000000514
2016-12-31,-0.09194849999999968,-0.07977399999999991,-0.20539305000000047,0.057215200000000084,-0.10709172000000011,-0.11051954999999919,0.0,0.24576257000000074,0.09397345,-0.47538970000000075,0.06837140000000042,0.03206614999999981,0.2975294900000004,-0.21644151999999942,0.27770386000000036,-0.29556370000000026,-0.1608076999999994,0.0475570500000005,0.0,-0.18147219999999983,0.062136949999999115,-0.12811899999999987,0.09933093000000018,-0.14034735000000012,-0.3018643500000005,0.13500556999999996,-0.40838783000000023,-0.07622436999999971,0.017848549999999984,-0.23211409999999955,-0.23385284999999997,0.28967499999999996,0.0,-0.4231584399999998,-0.47503248000000103,0.0,-0.2296120500000004,-0.13979005000000083,-0.47752686000000055,-0.044977340000000136,-0.21206715000000054,-0.09499629999999984,0.014201499999999985,0.09644198000000036,-0.18517694999999995,0.3224984500000002,-0.04219303000000037
2017-12-31,-0.20581545000000004,0.16705894999999985,-0.5854033000000001,0.1862401500000002,0.24984636000000035,-0.08377460000000032,0.010721150000000223,0.3462807500000002,-0.3564228500000003,0.18895474999999964,-0.09275079999999977,0.23479115,0.16821430999999898,-0.079642670000001,0.15288935999999986,0.029251870000000055,-0.21974479999999955,0.02235696000000056,0.0,0.011914599999999904,0.09505135000000016,0.08926035000000004,-0.2863273499999998,0.04020295000000006,-0.010037520000000591,0.2515834000000001,0.13722189999999987,-0.02638991000000002,-0.05170265000000014,-0.0014280700000004268,0.09672956000000019,0.2157445500000003,-0.10983254999999958,-0.2492243500000001,-0.034455649999999644,0.0,0.37362589999999973,0.17820495000000008,0.0755062099999999,0.19284939000000031,-0.33139179999999985,0.062019199999999636,0.2110210999999997,0.01556939000000066,0.30111434999999953,-0.20578399999999952,0.17129936000000043
2018-12-31,0.07300419999999985,0.10351494999999977,0.18922049999999987,0.06235949999999962,-0.1184947399999998,0.050424600000000014,0.11366630000000012,-0.07987335000000001,0.012978850000000456,-0.09648550000000006,-0.31163714999999953,-0.04963779999999984,-0.1897304799999998,-0.45381477,-0.2935827499999994,0.06904105999999992,0.05338505000000005,-0.08419650000000016,0.0,0.08778079999999958,-0.5935401999999995,0.12487855000000055,0.18255604999999916,-0.14214470000000015,-0.17141494999999968,-0.2794829699999997,0.1367142499999992,0.11675354999999955,0.09365965000000014,0.10857285000000005,0.07856570000000035,0.08379099999999981,-0.009163499999999807,0.25184987999999964,0.07080290000000028,0.0,0.05632780000000066,0.25256745000000014,-0.11869356999999947,0.31186100999999977,-0.14109105000000022,0.20072885000000004,0.3220126000000001,0.06255361999999923,0.01500324999999999,-0.4717964499999999,-0.06610921999999986
2019-12-31,-0.03624129999999994,0.17633984999999985,-0.23561355000000023,-0.08327630000000029,-0.6239205999999996,0.06012200000000021,0.06484195000000038,0.4381855999999995,-0.0049138499999998655,0.1342499500000001,-0.4319619000000003,-0.0653605500000001,-0.045875299999999855,-0.22694319999999943,-0.16409514999999975,0.14586858999999955,-0.2846266499999996,-0.2855423199999998,0.0,-0.24345030000000092,-0.10700019999999996,0.06958505000000026,-0.18344800000000006,-0.0906475999999998,-0.011871499999999818,0.2795791500000001,-0.14291110000000004,-0.6573195999999997,-0.32690689999999994,0.18589185000000014,0.07312649999999987,0.11313575000000019,0.10631384999999982,0.31820554999999995,-0.05054619999999999,0.0,0.3376232999999997,-0.2867346499999997,0.1279804499999999,0.02279545000000021,0.1054513499999999,0.3166220500000006,0.14394304999999988,-0.06934744000000008,0.08822960000000062,-0.48711520000000036,0.3259341900000003
