Dates,Open,High,Low,Close,Volume
2000-01-03,16.34,17.26,15.89,16,101063
2000-01-04,16.69,16.8,15.31,16,88113
2000-01-05,15.89,16.57,14.86,15.66,140394
2000-01-06,15.09,16.46,15.09,15.89,98044
2000-01-07,14.97,16,14.86,15.54,64006
2000-01-10,15.54,15.89,15.09,15.2,68906
2000-01-11,15.31,15.66,14.63,14.86,102419
2000-01-12,15.54,15.77,14.86,15.2,58931
2000-01-13,15.43,15.54,14.86,15.09,37975
2000-01-14,15.31,15.31,14.4,14.74,39025
2000-01-17,14.29,15.54,14.29,14.74,67069
2000-01-18,14.4,14.86,14.4,14.74,65931
2000-01-19,14.86,15.54,14.63,14.74,81287
2000-01-20,15.09,15.54,14.63,14.86,71969
2000-01-21,14.86,15.09,14.4,14.63,42875
2000-01-24,14.4,15.09,13.6,14.06,136150
2000-01-25,13.26,14.4,13.26,13.71,84919
2000-01-27,14.86,14.86,13.49,13.71,52981
2000-01-28,13.71,13.94,13.49,13.71,39506
2000-01-31,13.37,14.4,12.69,12.91,70306
2000-02-01,12.57,13.6,12.57,13.26,36531
2000-02-02,12.57,13.71,12.57,13.14,46156
2000-02-03,13.14,13.6,13.03,13.26,44188
2000-02-04,13.83,13.83,12.8,13.14,45719
2000-02-07,14.17,14.17,12.91,13.03,64969
2000-02-08,13.26,13.49,12.69,13.14,66588
2000-02-09,13.26,13.6,12.57,13.03,49438
2000-02-10,12.91,13.49,12.57,12.8,40294
2000-02-11,13.49,13.49,12.34,12.46,44844
2000-02-14,11.77,12.69,11.66,12.23,49744
2000-02-15,11.54,12.8,11.54,12.23,62344
2000-02-16,12.46,12.8,12.34,12.57,90431
2000-02-17,12.34,12.91,12.34,12.57,52413
2000-02-18,12.34,13.71,12.34,12.8,72625
2000-02-21,12.23,13.14,12.23,12.69,108631
2000-02-22,12.34,13.03,12.34,12.57,69606
2000-02-23,12.57,13.37,12.57,12.91,93975
2000-02-24,12.8,12.91,12.46,12.69,71619
2000-02-25,12.11,12.91,12.11,12.69,47469
2000-02-28,12.34,13.49,12.34,12.8,102069
2000-02-29,13.6,13.71,12.23,12.57,160562
2000-03-01,12.8,13.6,12.57,12.8,52894
2000-03-02,12.69,13.14,12.23,12.34,56175
2000-03-03,12.34,12.34,11.77,12.11,42831
2000-03-06,12.8,12.8,11.43,11.43,145206
2000-03-07,11.43,11.66,10.86,11.2,97300
2000-03-08,11.54,11.54,10.29,11.2,53244
2000-03-09,11.2,11.66,11.2,11.43,45281
2000-03-10,9.83,11.43,9.83,10.86,39069
2000-03-13,11.43,11.43,10.29,10.74,43925
2000-03-14,10.29,11.2,9.83,10.51,53025
2000-03-15,10.86,11.2,10.51,10.86,24675
2000-03-16,10.74,11.2,10.29,10.97,37756
2000-03-21,10.63,11.2,9.26,10.4,56000
2000-03-22,11.2,11.2,9.83,9.83,36356
2000-03-23,9.94,10.17,9.26,9.37,39200
