Dates,Daily PNL,Gross Exposure,EOD Net Exposure,Cumulative PNL,Cumulative PNL%,DD in %,DD in INR
2000-07-19,11024.999999999978,722000.0,-722000.0,34396.40624999993,0.0034396406249999926,0.0,0.0
2000-07-20,6174.9999999999545,715825.0,-715825.0,40571.40624999988,0.004057140624999988,0.0,0.0
2000-07-21,12025.000000000091,703800.0,-703800.0,52596.40624999997,0.005259640624999997,0.0,0.0
2000-07-24,42299.999999999956,661500.0,-661500.0,94896.40624999993,0.009489640624999993,0.0,0.0
2000-07-25,-13950.000000000045,675450.0,-675450.0,80946.40624999988,0.008094640624999988,-0.0013950000000000043,-13950.000000000044
2000-07-26,17025.00000000009,658425.0,-658425.0,97971.40624999997,0.009797140624999997,0.0,0.0
2000-07-27,-9975.000000000022,668400.0,-668400.0,87996.40624999994,0.008799640624999994,-0.000997500000000003,-9975.00000000003
2000-07-28,-6375.0,674775.0,-674775.0,81621.40624999994,0.008162140624999994,-0.001635000000000003,-16350.00000000003
2000-07-31,899.9999999999773,673875.0,-673875.0,82521.40624999991,0.00825214062499999,-0.0015450000000000058,-15450.000000000058
2000-08-01,1875.0,672000.0,-672000.0,84396.40624999991,0.008439640624999991,-0.0013575000000000058,-13575.000000000058
2000-08-02,-225.00000000002274,672225.0,-672225.0,84171.40624999988,0.008417140624999988,-0.0013800000000000088,-13800.000000000087
2000-08-03,7175.000000000068,665050.0,-665050.0,91346.40624999996,0.009134640624999996,-0.0006625000000000014,-6625.000000000015
2000-08-04,1024.9999999999773,664025.0,-664025.0,92371.40624999993,0.009237140624999992,-0.0005600000000000044,-5600.000000000044
2000-08-07,2549.9999999999545,661475.0,-661475.0,94921.40624999988,0.009492140624999989,-0.0003050000000000087,-3050.0000000000873
2000-08-08,-15478.025000000003,676750.0,676750.0,79443.38124999987,0.007944338124999988,-0.0018528025000000097,-18528.025000000096
2000-08-09,1299.9999999999545,678050.0,678050.0,80743.38124999983,0.008074338124999983,-0.0017228025000000139,-17228.02500000014
2000-08-10,-9250.699999999824,669000.0,-669000.0,71492.68125000001,0.007149268125000001,-0.002647872499999996,-26478.724999999962
2000-08-11,10049.999999999955,658950.0,-658950.0,81542.68124999997,0.008154268124999996,-0.0016428725000000007,-16428.725000000006
2000-08-14,-3649.9999999999773,662600.0,-662600.0,77892.68125,0.007789268124999999,-0.0020078724999999975,-20078.724999999977
2000-08-16,-16553.6850000002,678950.0,678950.0,61338.99624999979,0.00613389962499998,-0.003663241000000018,-36632.41000000018
2000-08-17,-7050.000000000068,671900.0,671900.0,54288.99624999973,0.005428899624999973,-0.004368241000000024,-43682.41000000024
2000-08-18,10250.0,682150.0,682150.0,64538.99624999973,0.006453899624999973,-0.0033432410000000246,-33432.41000000024
2000-08-21,5325.0000000000455,687475.0,687475.0,69863.99624999978,0.006986399624999978,-0.0028107410000000194,-28107.410000000193
2000-08-22,3399.9999999999773,690875.0,690875.0,73263.99624999975,0.007326399624999975,-0.0024707410000000224,-24707.41000000022
2000-08-23,1125.0,692000.0,692000.0,74388.99624999975,0.007438899624999975,-0.002358241000000022,-23582.41000000022
2000-08-24,-700.0000000000455,691300.0,691300.0,73688.9962499997,0.00736889962499997,-0.0024282410000000267,-24282.410000000265
2000-08-25,-824.9999999999318,690475.0,690475.0,72863.99624999978,0.007286399624999978,-0.0025107410000000194,-25107.410000000193
2000-08-28,-3975.0000000000227,686500.0,686500.0,68888.99624999975,0.006888899624999975,-0.0029082410000000223,-29082.41000000022
2000-08-29,-3330.012500000066,683375.0,-683375.0,65558.98374999968,0.006555898374999968,-0.003241242250000029,-32412.42250000029
2000-08-30,-3831.100000000106,687000.0,687000.0,61727.88374999957,0.0061727883749999575,-0.0036243522500000397,-36243.5225000004
2000-08-31,9174.999999999955,696175.0,696175.0,70902.88374999953,0.007090288374999953,-0.002706852250000044,-27068.522500000443
2000-09-04,18325.000000000044,714500.0,714500.0,89227.88374999957,0.008922788374999957,-0.0008743522500000399,-8743.5225000004
2000-09-05,2000.0,716500.0,716500.0,91227.88374999957,0.009122788374999958,-0.0006743522500000399,-6743.522500000399
2000-09-06,2649.9999999999773,719150.0,719150.0,93877.88374999954,0.009387788374999954,-0.00040935225000004284,-4093.5225000004284
2000-09-07,3700.0000000000455,722850.0,722850.0,97577.88374999959,0.009757788374999958,-3.935225000003848e-05,-393.52250000038475
2000-09-08,13000.0,735850.0,735850.0,110577.88374999959,0.011057788374999959,0.0,0.0
2000-09-11,-8625.0,727225.0,727225.0,101952.88374999959,0.010195288374999958,-0.0008625,-8625.0
2000-09-12,8625.0,735850.0,735850.0,110577.88374999959,0.011057788374999959,0.0,0.0
2000-09-13,-7425.000000000068,728425.0,728425.0,103152.88374999951,0.010315288374999952,-0.0007425000000000073,-7425.000000000073
2000-09-14,-2799.9999999999545,725625.0,725625.0,100352.88374999956,0.010035288374999956,-0.001022500000000003,-10225.00000000003
2000-09-15,-13663.652500000126,712175.0,-712175.0,86689.23124999943,0.008668923124999943,-0.0023888652500000155,-23888.652500000157
2000-09-18,29875.0,682300.0,-682300.0,116564.23124999943,0.011656423124999944,0.0,0.0
2000-09-19,17924.999999999956,664375.0,-664375.0,134489.23124999937,0.013448923124999937,0.0,0.0
2000-09-20,-10299.999999999955,674675.0,-674675.0,124189.23124999942,0.012418923124999941,-0.0010299999999999955,-10299.999999999956
2000-09-21,8949.99999999993,665725.0,-665725.0,133139.23124999934,0.013313923124999934,-0.0001350000000000029,-1350.000000000029
2000-09-22,29274.999999999978,636450.0,-636450.0,162414.2312499993,0.016241423124999932,0.0,0.0
2000-09-25,-10224.999999999909,646675.0,-646675.0,152189.2312499994,0.01521892312499994,-0.0010224999999999913,-10224.999999999913
2000-09-26,13774.999999999978,632900.0,-632900.0,165964.23124999937,0.016596423124999937,0.0,0.0
2000-09-27,-14550.00000000007,647450.0,-647450.0,151414.2312499993,0.015141423124999932,-0.0014550000000000058,-14550.000000000058
2000-09-28,13925.00000000007,633525.0,-633525.0,165339.23124999937,0.016533923124999936,-6.25e-05,-625.0
2000-09-29,-7875.0,641400.0,-641400.0,157464.23124999937,0.015746423124999936,-0.00085,-8500.0
2000-10-03,-3950.0000000000455,645350.0,-645350.0,153514.2312499993,0.015351423124999932,-0.0012450000000000059,-12450.000000000058
2000-10-04,-9271.327499999983,654425.0,654425.0,144242.90374999933,0.014424290374999933,-0.002172132750000004,-21721.327500000043
2000-10-05,-8625.0,645800.0,645800.0,135617.90374999933,0.013561790374999933,-0.003034632750000004,-30346.327500000043
2000-10-06,750.0,646550.0,646550.0,136367.90374999933,0.013636790374999933,-0.002959632750000004,-29596.327500000043
2000-10-09,-9241.250000000036,637500.0,-637500.0,127126.6537499993,0.01271266537499993,-0.0038837577500000072,-38837.57750000007
2000-10-10,14899.999999999978,622600.0,-622600.0,142026.65374999927,0.014202665374999927,-0.0023937577500000103,-23937.5775000001
2000-10-11,17399.999999999978,605200.0,-605200.0,159426.65374999924,0.015942665374999925,-0.0006537577500000131,-6537.57750000013
2000-10-12,-1924.9999999999545,607125.0,-607125.0,157501.6537499993,0.01575016537499993,-0.0008462577500000072,-8462.577500000072
2000-10-13,14750.0,592375.0,-592375.0,172251.6537499993,0.01722516537499993,0.0,0.0
2000-10-16,-149.99999999997726,592525.0,-592525.0,172101.65374999933,0.017210165374999933,-1.499999999999709e-05,-149.9999999999709
2000-10-17,10324.99999999993,582200.0,-582200.0,182426.65374999927,0.01824266537499993,0.0,0.0
2000-10-18,11750.0,570450.0,-570450.0,194176.65374999927,0.019417665374999928,0.0,0.0
2000-10-19,-13949.99999999993,584400.0,-584400.0,180226.65374999933,0.018022665374999934,-0.0013949999999999941,-13949.999999999942
2000-10-20,14975.000000000022,569425.0,-569425.0,195201.65374999936,0.019520165374999936,0.0,0.0
2000-10-23,-3025.000000000091,572450.0,-572450.0,192176.65374999927,0.019217665374999925,-0.0003025000000000087,-3025.0000000000873
2000-10-24,-4074.999999999932,576525.0,-576525.0,188101.65374999933,0.018810165374999934,-0.000710000000000003,-7100.000000000029
2000-10-25,-15077.4275,591425.0,591425.0,173024.22624999934,0.017302422624999935,-0.002217742750000002,-22177.42750000002
2000-10-26,0.0,591425.0,591425.0,173024.22624999934,0.017302422624999935,-0.002217742750000002,-22177.42750000002
2000-10-27,3025.000000000091,594450.0,594450.0,176049.22624999942,0.017604922624999943,-0.0019152427499999933,-19152.427499999932
2000-10-30,-6950.0000000000455,587500.0,587500.0,169099.22624999937,0.016909922624999938,-0.002610242749999999,-26102.42749999999
2000-10-31,3299.9999999999545,590800.0,590800.0,172399.2262499993,0.01723992262499993,-0.002280242750000005,-22802.42750000005
2000-11-01,13000.0,603800.0,603800.0,185399.2262499993,0.01853992262499993,-0.000980242750000005,-9802.427500000049
2000-11-02,11600.000000000022,615400.0,615400.0,196999.22624999934,0.019699922624999935,0.0,0.0
2000-11-03,9149.999999999978,624550.0,624550.0,206149.2262499993,0.02061492262499993,0.0,0.0
2000-11-06,-1724.999999999909,622825.0,622825.0,204424.2262499994,0.02044242262499994,-0.00017249999999999126,-1724.9999999999127
2000-11-07,4125.0,626950.0,626950.0,208549.2262499994,0.02085492262499994,0.0,0.0
2000-11-08,6074.999999999932,633025.0,633025.0,214624.22624999934,0.021462422624999932,0.0,0.0
2000-11-09,3000.0,636025.0,636025.0,217624.22624999934,0.021762422624999934,0.0,0.0
2000-11-10,-14524.999999999978,621500.0,621500.0,203099.22624999937,0.02030992262499994,-0.0014524999999999972,-14524.99999999997
2000-11-13,-14982.009999999946,606700.0,-606700.0,188117.21624999942,0.01881172162499994,-0.002950700999999992,-29507.009999999922
2000-11-14,-17662.252500000024,624175.0,624175.0,170454.96374999938,0.017045496374999938,-0.004716926249999995,-47169.26249999995
2000-11-15,625.0,624800.0,624800.0,171079.96374999938,0.017107996374999938,-0.004654426249999995,-46544.26249999995
2000-11-16,-6685.4900000000725,618300.0,-618300.0,164394.4737499993,0.01643944737499993,-0.005322975250000003,-53229.75250000003
2000-11-17,-1625.0,619925.0,-619925.0,162769.4737499993,0.01627694737499993,-0.005485475250000003,-54854.75250000003
2000-11-20,-550.0000000000682,620475.0,-620475.0,162219.47374999925,0.016221947374999924,-0.005540475250000009,-55404.75250000009
2000-11-21,1050.0000000000682,619425.0,-619425.0,163269.4737499993,0.016326947374999932,-0.005435475250000003,-54354.75250000003
2000-11-22,7875.0,611550.0,-611550.0,171144.4737499993,0.017114447374999932,-0.004647975250000003,-46479.75250000003
2000-11-23,3024.9999999999773,608525.0,-608525.0,174169.47374999928,0.01741694737499993,-0.004345475250000006,-43454.75250000006
2000-11-24,-5000.0,613525.0,-613525.0,169169.47374999928,0.01691694737499993,-0.004845475250000006,-48454.75250000006
2000-11-27,-14088.227500000017,627425.0,627425.0,155081.24624999927,0.015508124624999927,-0.006254298000000007,-62542.98000000007
2000-11-28,8350.000000000022,635775.0,635775.0,163431.2462499993,0.01634312462499993,-0.005419298000000004,-54192.98000000004
2000-11-29,-2924.9999999999545,632850.0,632850.0,160506.24624999936,0.016050624624999937,-0.005711797999999998,-57117.97999999998
2000-11-30,1850.0000000000227,634700.0,634700.0,162356.24624999939,0.016235624624999938,-0.005526797999999995,-55267.97999999995
2000-12-01,6649.999999999977,641350.0,641350.0,169006.24624999936,0.016900624624999937,-0.004861797999999998,-48617.97999999998
2000-12-04,-524.9999999999773,640825.0,640825.0,168481.24624999939,0.01684812462499994,-0.004914297999999995,-49142.97999999995
2000-12-05,4474.999999999909,645300.0,645300.0,172956.2462499993,0.01729562462499993,-0.004466798000000004,-44667.98000000004
2000-12-06,5275.000000000091,650575.0,650575.0,178231.24624999939,0.01782312462499994,-0.003939297999999996,-39392.97999999995
2000-12-07,1024.9999999999773,651600.0,651600.0,179256.24624999936,0.017925624624999935,-0.003836797999999998,-38367.97999999998
2000-12-08,6850.000000000023,658450.0,658450.0,186106.24624999939,0.01861062462499994,-0.003151797999999995,-31517.979999999952
2000-12-11,7099.999999999909,665550.0,665550.0,193206.2462499993,0.01932062462499993,-0.002441798000000004,-24417.98000000004
2000-12-12,1725.0000000000227,667275.0,667275.0,194931.24624999933,0.019493124624999934,-0.002269298000000001,-22692.98000000001
2000-12-13,8225.000000000022,675500.0,675500.0,203156.24624999936,0.020315624624999935,-0.001446797999999998,-14467.979999999981
2000-12-14,-2000.0,673500.0,673500.0,201156.24624999936,0.020115624624999936,-0.0016467979999999981,-16467.97999999998
2000-12-15,-15972.317500000032,657725.0,-657725.0,185183.92874999932,0.01851839287499993,-0.0032440297500000016,-32440.297500000015
2000-12-18,-2824.999999999932,660550.0,-660550.0,182358.92874999938,0.018235892874999937,-0.0035265297499999957,-35265.29749999996
2000-12-19,5299.9999999999545,655250.0,-655250.0,187658.92874999932,0.018765892874999933,-0.0029965297500000017,-29965.297500000015
2000-12-20,6500.0,648750.0,-648750.0,194158.92874999932,0.01941589287499993,-0.0023465297500000013,-23465.297500000015
2000-12-21,10475.000000000022,638275.0,-638275.0,204633.92874999935,0.020463392874999934,-0.0012990297499999987,-12990.297499999986
2000-12-22,18274.999999999978,620000.0,-620000.0,222908.92874999932,0.022290892874999933,0.0,0.0
2000-12-26,14649.999999999978,605350.0,-605350.0,237558.9287499993,0.02375589287499993,0.0,0.0
2000-12-27,-7225.000000000023,612575.0,-612575.0,230333.92874999926,0.023033392874999926,-0.0007225000000000029,-7225.000000000029
2000-12-28,-11899.999999999978,624475.0,-624475.0,218433.9287499993,0.02184339287499993,-0.0019125,-19125.0
2000-12-29,-8850.000000000022,633325.0,-633325.0,209583.92874999926,0.020958392874999926,-0.002797500000000003,-27975.00000000003
2001-01-01,8325.000000000045,625000.0,-625000.0,217908.92874999932,0.021790892874999933,-0.001964999999999997,-19649.99999999997
2001-01-02,-11165.792500000065,635975.0,635975.0,206743.13624999925,0.020674313624999927,-0.003081579250000004,-30815.79250000004
2001-01-03,10299.999999999955,646275.0,646275.0,217043.1362499992,0.02170431362499992,-0.00205157925000001,-20515.792500000098
2001-01-04,11225.000000000022,657500.0,657500.0,228268.13624999922,0.02282681362499992,-0.0009290792500000069,-9290.792500000069
2001-01-05,8125.0,665625.0,665625.0,236393.13624999922,0.023639313624999922,-0.00011657925000000687,-1165.7925000000687
2001-01-08,-9649.999999999978,655975.0,655975.0,226743.13624999925,0.022674313624999925,-0.001081579250000004,-10815.79250000004
2001-01-09,574.9999999999318,656550.0,656550.0,227318.1362499992,0.02273181362499992,-0.0010240792500000098,-10240.792500000098
2001-01-10,-12443.289999999934,644300.0,-644300.0,214874.84624999927,0.021487484624999928,-0.002268408250000002,-22684.08250000002
2001-01-11,4799.9999999999545,639500.0,-639500.0,219674.84624999922,0.021967484624999922,-0.0017884082500000077,-17884.082500000077
2001-01-12,-3024.9999999999773,642525.0,-642525.0,216649.84624999925,0.021664984624999925,-0.002090908250000005,-20909.082500000048
2001-01-15,-375.0,642900.0,-642900.0,216274.84624999925,0.021627484624999926,-0.0021284082500000047,-21284.082500000048
2001-01-16,-3850.0000000000227,646750.0,-646750.0,212424.84624999922,0.021242484624999922,-0.0025134082500000076,-25134.082500000077
2001-01-17,-5445.600000000013,652000.0,652000.0,206979.2462499992,0.02069792462499992,-0.0030579682500000084,-30579.682500000083
2001-01-18,2075.0000000000455,654075.0,654075.0,209054.24624999927,0.020905424624999926,-0.0028504682500000026,-28504.682500000024
2001-01-19,11224.999999999909,665300.0,665300.0,220279.24624999918,0.022027924624999917,-0.0017279682500000112,-17279.68250000011
2001-01-22,8950.000000000045,674250.0,674250.0,229229.24624999924,0.022922924624999924,-0.0008329682500000054,-8329.682500000054
2001-01-23,3149.9999999999773,677400.0,677400.0,232379.2462499992,0.02323792462499992,-0.0005179682500000083,-5179.682500000083
2001-01-24,5774.999999999977,683175.0,683175.0,238154.24624999918,0.023815424624999918,0.0,0.0
2001-01-25,1875.0,685050.0,685050.0,240029.24624999918,0.02400292462499992,0.0,0.0
2001-01-29,-13224.999999999909,671825.0,671825.0,226804.24624999927,0.022680424624999928,-0.0013224999999999912,-13224.999999999913
2001-01-30,18974.99999999991,690800.0,690800.0,245779.24624999918,0.024577924624999917,0.0,0.0
2001-01-31,-4199.999999999932,686600.0,686600.0,241579.24624999924,0.024157924624999924,-0.00041999999999999416,-4199.999999999942
2001-02-01,-6325.0000000000455,680275.0,680275.0,235254.24624999918,0.02352542462499992,-0.0010525,-10525.0
2001-02-02,10625.0,690900.0,690900.0,245879.24624999918,0.024587924624999917,0.0,0.0
2001-02-05,774.9999999999773,691675.0,691675.0,246654.24624999915,0.024665424624999915,0.0,0.0
2001-02-06,3550.000000000068,695225.0,695225.0,250204.2462499992,0.025020424624999923,0.0,0.0
